title,price,rating,availability,source_url,listing_page,upc,category,price_excl_tax,price_incl_tax,tax,available_units,reviews
Evicted: Poverty and Profit in the American City,42.27,1,In stock,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html,32,75cc85cdbe9ad46b,Add a comment,42.27,42.27,0.0,5,0
Find Her (Detective D.D. Warren #8),22.37,1,In stock,https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html,32,b28c7d07afa7063b,Add a comment,22.37,22.37,0.0,5,0
Fool Me Once,16.96,1,In stock,https://books.toscrape.com/catalogue/fool-me-once_374/index.html,32,630e766f0a1987dd,Default,16.96,16.96,0.0,5,0
Foundation (Foundation (Publication Order) #1),32.42,1,In stock,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,32,3fc124f59f3068e4,Science Fiction,32.42,32.42,0.0,5,0
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,In stock,https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html,32,3fd83dcf37bf1bc0,Sequential Art,16.33,16.33,0.0,5,0
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,32,6c49258724f11770,Default,23.32,23.32,0.0,5,0
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,In stock,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,32,d219d4e325e6f204,Default,36.55,36.55,0.0,5,0
If I Stay (If I Stay #1),38.13,5,In stock,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html,32,7284d85428305f5a,Default,38.13,38.13,0.0,5,0
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,In stock,https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,32,45045146dbf7b009,Young Adult,48.13,48.13,0.0,5,0
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,In stock,https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,33,89a89e76f3516357,Add a comment,10.79,10.79,0.0,5,0
A Feast for Crows (A Song of Ice and Fire #4),17.21,4,In stock,https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,33,f2c8f4b4c94d5c5c,Fantasy,17.21,17.21,0.0,5,0
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,In stock,https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,33,03cbb67c0f990d87,Add a comment,46.42,46.42,0.0,5,0
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,In stock,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,33,cf3b86489890b9f2,Romance,31.3,31.3,0.0,5,0
Alight (The Generations Trilogy #2),58.59,4,In stock,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html,33,d9290e99f189ce84,Default,58.59,58.59,0.0,5,0
Some Women,13.73,5,In stock,https://books.toscrape.com/catalogue/some-women_341/index.html,33,31f5bbf4974d29c9,Womens Fiction,13.73,13.73,0.0,4,0
The Beast (Black Dagger Brotherhood #14),46.08,5,In stock,https://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html,33,8930013d06942df1,Fantasy,46.08,46.08,0.0,4,0
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,In stock,https://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,33,9c4d061c1e2fe6bf,Thriller,59.71,59.71,0.0,4,0
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,In stock,https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,33,df53c2948b32bde3,Sequential Art,27.88,27.88,0.0,4,0
The Demonists (Demonist #1),52.11,2,In stock,https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html,33,ff2dffba388d9922,Fantasy,52.11,52.11,0.0,4,0
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,In stock,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,33,c65ee14957c0fa5c,Nonfiction,28.23,28.23,0.0,4,0
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,In stock,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,33,45033bdf3d9ed158,Nonfiction,16.81,16.81,0.0,4,0
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,In stock,https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,33,6587f46697fc4443,Classics,14.82,14.82,0.0,4,0
The Hunger Games (The Hunger Games #1),29.85,5,In stock,https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html,33,6d2f70d9424f41a1,Default,29.85,29.85,0.0,4,0
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,In stock,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,33,6a57286a8890d8c5,Nonfiction,38.71,38.71,0.0,4,0
The Passion of Dolssa,28.32,5,In stock,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,33,011674f4a3834b8d,Historical Fiction,28.32,28.32,0.0,4,0
The Perfect Play (Play by Play #1),59.99,3,In stock,https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html,33,9cc207168a03470d,Romance,59.99,59.99,0.0,4,0
The Pilgrim's Progress,50.26,2,In stock,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,33,6053ddf69c967d5f,Classics,50.26,50.26,0.0,4,0
The Shining (The Shining #1),27.88,3,In stock,https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html,33,d4de23aa98acc65b,Default,27.88,27.88,0.0,4,0
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,In stock,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,33,a8f4577a48023344,Default,52.35,52.35,0.0,4,0
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,In stock,https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html,34,8fff1084aa085a13,Sequential Art,50.44,50.44,0.0,4,0
Girl With a Pearl Earring,26.77,1,In stock,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html,34,5eff05e59f905a49,Historical Fiction,26.77,26.77,0.0,4,0
God Is Not Great: How Religion Poisons Everything,27.8,1,In stock,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,34,ddbc5530d2939d49,Nonfiction,27.8,27.8,0.0,4,0
Gone with the Wind,32.49,3,In stock,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,34,23310ce84d3c9f85,Classics,32.49,32.49,0.0,4,0
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,34,c7c4f55b7321cba7,Fantasy,14.74,14.74,0.0,4,0
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,34,73f4f87dd936ee5c,Fantasy,48.75,48.75,0.0,4,0
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,34,5a6b7155f2797537,Fantasy,31.63,31.63,0.0,4,0
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,34,eff24325e0ede639,Young Adult,24.17,24.17,0.0,4,0
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,34,ac337893a9fe0085,Default,13.9,13.9,0.0,4,0
It,25.01,3,In stock,https://books.toscrape.com/catalogue/it_330/index.html,34,670a2773607d785d,Horror,25.01,25.01,0.0,4,0
Little Women (Little Women #1),28.07,4,In stock,https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,34,deda806b68b0aa11,Classics,28.07,28.07,0.0,4,0
Misery,34.79,2,In stock,https://books.toscrape.com/catalogue/misery_332/index.html,34,81d4191030b9704b,Horror,34.79,34.79,0.0,4,0
Mockingjay (The Hunger Games #3),20.44,4,In stock,https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html,34,5212c6acea3359e5,Default,20.44,20.44,0.0,4,0
Needful Things,47.51,4,In stock,https://books.toscrape.com/catalogue/needful-things_334/index.html,34,70b585c9d0f15725,Horror,47.51,47.51,0.0,4,0
Night Shift (Night Shift #1-20),12.75,4,In stock,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html,34,869d20b3b8128230,Horror,12.75,12.75,0.0,4,0
No One Here Gets Out Alive,20.02,5,In stock,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,34,3a95f5a2df4ff921,Music,20.02,20.02,0.0,4,0
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,In stock,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,34,2ba5ccc84d35006c,Music,12.36,12.36,0.0,4,0
Outlander (Outlander #1),19.67,5,In stock,https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html,34,5de4baa88061a77a,Default,19.67,19.67,0.0,4,0
Paper and Fire (The Great Library #2),49.45,5,In stock,https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html,34,ae884ac655d6ee3e,Fantasy,49.45,49.45,0.0,4,0
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,In stock,https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html,34,38199c5d7da0c0ef,Womens Fiction,48.39,48.39,0.0,4,0
'Salem's Lot,49.56,4,In stock,https://books.toscrape.com/catalogue/salems-lot_309/index.html,35,6e9403f00acd6752,Horror,49.56,49.56,0.0,4,0
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,In stock,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,35,d12ca4020c2f602e,Religion,27.62,27.62,0.0,4,0
A New Earth: Awakening to Your Life's Purpose,55.65,5,In stock,https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html,35,f6ae39568db1130e,Spirituality,55.65,55.65,0.0,4,0
A Walk to Remember,56.43,1,In stock,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html,35,aead11697d14ea36,Romance,56.43,56.43,0.0,4,0
Animal Farm,57.22,3,In stock,https://books.toscrape.com/catalogue/animal-farm_313/index.html,35,1451b55e5e56bb89,Classics,57.22,57.22,0.0,4,0
Atlas Shrugged,26.58,5,In stock,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,35,78a4ac98191ac675,Fiction,26.58,26.58,0.0,4,0
Can You Keep a Secret?,21.94,1,In stock,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html,35,0812f54c93d726ce,Womens Fiction,21.94,21.94,0.0,4,0
Candide,58.63,3,In stock,https://books.toscrape.com/catalogue/candide_316/index.html,35,2798974abc8a58a8,Classics,58.63,58.63,0.0,4,0
Changing the Game (Play by Play #2),13.38,3,In stock,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html,35,aaebac5fda798b1b,Romance,13.38,13.38,0.0,4,0
Confessions of a Shopaholic (Shopaholic #1),48.94,2,In stock,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html,35,a2dc754afb69bb32,Default,48.94,48.94,0.0,4,0
Dark Lover (Black Dagger Brotherhood #1),12.87,1,In stock,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html,35,2b69d289279aabfd,Romance,12.87,12.87,0.0,4,0
Far From True (Promise Falls Trilogy #2),34.93,2,In stock,https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html,35,ad15a9a139919918,Thriller,34.93,34.93,0.0,4,0
We Are All Completely Beside Ourselves,24.04,1,In stock,https://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html,35,be3db344a845580b,Contemporary,24.04,24.04,0.0,3,0
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,In stock,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,35,06bab964fd536971,Nonfiction,31.95,31.95,0.0,3,0
When You Are Engulfed in Flames,30.89,5,In stock,https://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html,35,dab0196cd5fc8e5e,Humor,30.89,30.89,0.0,3,0
"Where'd You Go, Bernadette",18.13,1,In stock,https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html,35,07bb35158d9dd3d2,Default,18.13,18.13,0.0,3,0
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,In stock,https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,35,d30b9215c72cca87,Default,46.02,46.02,0.0,3,0
World War Z: An Oral History of the Zombie War,21.8,1,In stock,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html,35,5d55202da0252627,Default,21.8,21.8,0.0,3,0
Wuthering Heights,17.73,3,In stock,https://books.toscrape.com/catalogue/wuthering-heights_307/index.html,35,5a7ff9aaa3168878,Classics,17.73,17.73,0.0,3,0
Zero History (Blue Ant #3),34.77,1,In stock,https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html,35,634b7165c96ebb9f,Default,34.77,34.77,0.0,3,0
The Smitten Kitchen Cookbook,23.59,1,In stock,https://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html,36,742702d662a71410,Food and Drink,23.59,23.59,0.0,3,0
The Stand,57.86,2,In stock,https://books.toscrape.com/catalogue/the-stand_282/index.html,36,49f24193f0b961e6,Horror,57.86,57.86,0.0,3,0
The Thing About Jellyfish,48.77,1,In stock,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,36,3d15714d4d3d15dd,Childrens,48.77,48.77,0.0,3,0
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,In stock,https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,36,224fa77d4b248046,Add a comment,10.02,10.02,0.0,3,0
The Travelers,15.77,1,In stock,https://books.toscrape.com/catalogue/the-travelers_285/index.html,36,2b685187f55c5d31,Thriller,15.77,15.77,0.0,3,0
The Undomestic Goddess,45.75,4,In stock,https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html,36,813cff2aefa5d1f0,Womens Fiction,45.75,45.75,0.0,3,0
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,In stock,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,36,a33ed2e6068df53e,Sequential Art,14.41,14.41,0.0,3,0
The Wild Robot,56.07,3,In stock,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html,36,75fed6a47f69859d,Childrens,56.07,56.07,0.0,3,0
"Thinking, Fast and Slow",21.14,1,In stock,https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html,36,719d72f3ee512dc6,Psychology,21.14,21.14,0.0,3,0
Three-Martini Lunch,23.21,3,In stock,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html,36,57f755143ee96fd4,Fiction,23.21,23.21,0.0,3,0
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,In stock,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,36,2173a2ce35f6ace1,Nonfiction,53.51,53.51,0.0,3,0
Twenties Girl,42.8,2,In stock,https://books.toscrape.com/catalogue/twenties-girl_292/index.html,36,8ebad30219b8679c,Womens Fiction,42.8,42.8,0.0,3,0
Twilight (Twilight #1),41.93,2,In stock,https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html,36,b53078de0147f6bf,Default,41.93,41.93,0.0,3,0
Two Boys Kissing,32.74,2,In stock,https://books.toscrape.com/catalogue/two-boys-kissing_294/index.html,36,61bc8167c9680283,Young Adult,32.74,32.74,0.0,3,0
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,In stock,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,36,599a4f98bb193368,Nonfiction,30.0,30.0,0.0,3,0
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,In stock,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html,36,b830685072fa871f,Nonfiction,58.09,58.09,0.0,3,0
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,In stock,https://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,36,4672d10b9b1e7a05,Food and Drink,13.66,13.66,0.0,3,0
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,In stock,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,36,52aa3d79b1cee455,Nonfiction,50.66,50.66,0.0,3,0
Voyager (Outlander #3),21.07,5,In stock,https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html,36,7feac4000cbc5859,Historical Fiction,21.07,21.07,0.0,3,0
Walk the Edge (Thunder Road #2),32.36,3,In stock,https://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html,36,0e4e2d31c2fb3aad,Young Adult,32.36,32.36,0.0,3,0
The Lonely Ones,43.59,5,In stock,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,37,cf2f27fdf94ba20e,Childrens,43.59,43.59,0.0,3,0
The Lover's Dictionary,58.09,2,In stock,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html,37,36c15687f5ab0f7c,Default,58.09,58.09,0.0,3,0
The Maze Runner (The Maze Runner #1),20.93,1,In stock,https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html,37,4266f48a0aa1c37d,Default,20.93,20.93,0.0,3,0
The Name of God is Mercy,37.25,2,In stock,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html,37,0baf71623648413a,Nonfiction,37.25,37.25,0.0,3,0
The Nanny Diaries (Nanny #1),52.53,5,In stock,https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html,37,6263c1d2997b8ce0,Womens Fiction,52.53,52.53,0.0,3,0
